Language	Dialects
bulu1251	yemb1245
bulu1251	yeng1244
bulu1251	zama1238
bumb1241	bona1254
bumb1241	timi1241
bumb1241	urit1239
bumb1241	weri1251
bumb1241	weri1252
bumt1240	chog1238
bumt1240	chun1246
bumt1240	tang1332
bumt1240	uraa1244
buna1273	bunu1265
buna1273	dong1287
buna1273	naog1238
buna1273	numa1251
buna1273	nunu1247
buna1276	bara1366
buna1276	kasi1254
buna1276	kero1243
buna1276	kuma1277
buna1276	lomi1237
buna1276	meud1237
buna1276	nucl1504
buna1276	sawa1248
buna1276	sawa1249
buna1276	sipu1240
buna1276	weyo1238
buna1277	kasm1239
buna1277	masa1310
bund1253	alig1238
bund1253	bana1281
bund1253	bhad1242
bund1253	chha1248
bund1253	chhi1243
bund1253	gaol1242
bund1253	khat1248
bund1253	kira1246
bund1253	kund1251
bund1253	lodh1244
bund1253	nagp1248
bund1253	nibh1238
bund1253	pawa1253
bund1253	ragh1238
bund1253	sout2659
bund1253	sout2660
bund1253	stan1297
bund1253	stan1298
bund1253	stan1299
bund1253	stan1300
bund1253	tirh1245
bund1253	west2378
bung1269	land1259
bung1269	nucl1571
bung1269	rout1237
bung1269	tore1237
bung1269	tula1253
bung1269	waia1242
bunu1267	cent2105
bunu1267	nort2902
bunu1267	sout2930
bunu1267	taki1251
bunu1267	taki1252
bunu1267	taki1253
bunu1267	tako1237
bura1267	gunn1247
bura1267	gunn1248
bura1267	gunn1249
bura1292	hyil1238
bura1292	pabi1240
bura1292	pela1248
buru1296	hunz1248
buru1296	naga1398
buru1296	yasi1237
buru1301	abul1238
buru1301	maia1240
buru1301	mufw1238
buru1301	mugh1243
buru1301	ragr1238
buru1303	cent2076
buru1303	fogi1237
buru1303	masa1305
buru1303	waes1237
buru1306	siaw1242
buru1306	somb1238
busa1253	illo1238
busa1253	newb1246
busa1253	wawa1248
busa1255	bela1259
busa1255	long1414
busa1255	maha1298
bush1247	djem1238
bush1247	ngen1252
bush1247	ngom1269
bush1247	ngon1274
bush1247	pian1241
bush1250	kian1236
bush1250	maju1234
buuu1244	nink1238
buuu1244	nucl1374
bwaa1238	bati1250
bwaa1238	beng1281
bwaa1238	kiba1245
bwaa1238	lebo1244
bwaa1238	yewu1238
bwai1242	bebe1251
bwai1242	bele1251
bwai1242	bwai1243
bwai1242	faiy1237
bwai1242	kili1263
bwai1242	kili1264
bwai1242	lauw1238
bwai1242	mata1284
bwai1242	wagi1248
bwan1241	kwal1256
bwan1241	wale1245
byan1241	dhul1234
byan1241	kuti1243
byan1241	pang1283
byan1241	yerj1238
byep1241	bese1242
byep1241	nucl1407
caac1237	laco1243
caac1237	poue1237
cabe1245	chir1293
cabe1245	estr1249
cabe1245	teli1245
cabe1245	ujar1238
cacu1241	macu1261
cacu1241	vaup1239
caja1238	east2550
caja1238	west2637
cajo1238	nucl1670
cajo1238	yaga1261
caju1236	bigw1239
caju1236	mars1252
caju1236	prai1242
caka1240	assa1268
caka1240	bata1286
cakf1236	chak1276
cakf1236	jiby1234
cakf1236	mush1239
cala1258	bara1368
calo1236	basq1236
calo1236	braz1238
calo1236	cata1279
calo1236	port1238
calo1236	span1238
calu1238	semi1263
came1252	kabr1241
came1252	kara1510
came1252	ngub1241
came1252	sunu1238
came1252	tito1234
camp1261	arbo1235
camp1261	cagl1238
camp1261	cent1961
camp1261	meri1242
camp1261	ogli1238
camp1261	sarr1244
camp1261	subb1238
camp1261	sulc1238
camp1261	west2345
camp1262	buku1250
camp1262	nucl1566
cand1248	chap1270
cand1248	chir1297
cand1248	kand1305
cane1242	apan1243
cane1242	krah1246
cane1242	ramk1239
capa1241	pahe1238
capp1239	phar1238
capp1239	sill1239
capp1239	west2337
cari1275	sarn1238
cari1275	trin1268
carp1235	east2314
carp1235	gali1259
carp1235	mora1270
carp1235	tran1280
carp1235	west2376
cash1251	caca1248
cash1251	caca1249
cash1251	cash1252
casu1237	mati1252
casu1237	sapa1253
ceba1235	foda1238
ceba1235	kafi1243
ceba1235	kand1296
ceba1235	kasa1250
ceba1235	kufu1238
ceba1235	kule1242
ceba1235	nafa1256
ceba1235	papa1264
ceba1235	pata1259
ceba1235	poga1239
ceba1235	sout2796
ceba1235	taga1266
ceba1235	tagb1256
ceba1235	takp1245
ceba1235	tene1246
ceba1235	tyeb1238
cebu1242	boho1237
cebu1242	cebu1243
cebu1242	leyt1237
cebu1242	mind1257
cent1972	bing1247
cent1972	garm1241
cent1972	hewl1238
cent1972	kerk1238
cent1972	mukr1239
cent1972	pijd1238
cent1972	pizh1238
cent1972	rewa1238
cent1972	sana1277
cent1972	sout2641
cent1972	sule1239
cent1972	warm1239
cent1972	xosh1238
cent1973	bann1246
cent1973	waci1238
cent1989	nucl1298
cent1989	sout2688
cent1990	camo1249
cent1990	katc1248
cent1990	nanc1247
cent1990	trin1269
cent1992	biat1244
cent1992	buda1251
cent1992	buna1272
cent1992	buru1295
cent1992	dihb1240
cent1992	preh1242
cent2004	eryu1239
cent2004	heqi1238
cent2004	jian1239
cent2004	lanp1241
cent2004	yunl1238
cent2018	leet1234
cent2018	woda1240
cent2041	boro1276
cent2041	doro1261
cent2041	glob1238
cent2041	nyen1259
cent2041	trem1243
cent2050	fada1240
cent2050	guvj1238
cent2050	kaba1282
cent2050	kaga1254
cent2050	kway1242
cent2050	lare1248
cent2050	maid1261
cent2050	maoo1245
cent2050	mova1237
cent2050	mowo1238
cent2050	ngaz1239
cent2050	njes1238
cent2050	tema1238
cent2050	yerw1238
cent2058	loto1239
cent2058	pete1237
cent2058	tano1245
cent2087	lega1251
cent2087	naga1402
cent2089	east2481
cent2092	dila1238
cent2100	beau1240
cent2100	bund1257
cent2100	dusu1275
cent2100	kada1288
cent2100	kiun1242
cent2100	kual1253
cent2100	luba1252
cent2100	meng1270
cent2100	pahu1240
cent2100	rana1248
cent2100	soki1240
cent2100	tind1242
cent2101	bali1282
cent2101	brui1237
cent2101	dala1239
cent2101	igan1242
cent2101	muka1237
cent2101	preh1243
cent2101	sari1247
cent2101	sega1245
cent2101	sega1246
cent2101	site1237
cent2117	ajam1240
cent2117	mism1239
cent2117	sima1261
cent2126	kuda1249
cent2126	naha1264
cent2126	shur1243
cent2126	tori1242
cent2127	hoop1234
cent2127	kusk1241
cent2127	nuni1254
cent2127	unal1234
cent2138	hopl1239
cent2138	poin1246
cent2138	ukia1238
cent2140	east2547
cent2140	west2634
cent2144	atla1270
cent2144	sanm1290
cent2144	sant1435
cent2194	cent2195
cent2194	stan1324
cent2292	bayy1237
cent2292	guin1256
cent2292	sada1241
cerm1238	banf1238
cerm1238	goui1239
cerm1238	nian1243
cerm1238	soub1241
chac1250	gren1245
chac1250	laja1238
chac1250	lamu1256
chac1250	llak1238
chad1249	bath1248
chad1249	char1283
chak1270	bais1248
chak1270	cakk1238
chak1270	doch1234
chak1270	naik1251
chak1270	sakm1234
chal1275	alqo1238
chal1275	bart1242
chal1275	diho1238
chal1275	mang1421
chal1275	shir1272
chal1275	telk1238
chal1275	tisq1238
cham1307	bans1246
cham1307	bans1247
cham1307	gadi1238
cham1309	gady1241
cham1309	gakv1238
cham1309	giga1238
cham1312	nucl1565
cham1312	rota1237
cham1315	cham1316
cham1315	ebit1237
chav1241	cavi1254
chav1241	coto1252
chav1241	dava1249
chav1241	ermi1239
chav1241	zamb1243
chay1248	cahu1266
chay1248	nucl1664
chec1245	itum1244
chec1245	melk1240
chec1245	plos1238
chek1238	hogr1237
chek1238	mari1427
chep1245	east2353
chep1245	west2419
cher1273	elat1241
cher1273	kitu1247
cher1273	otal1238
cher1273	over1238
chha1249	baig1238
chha1249	bhul1238
chha1249	binj1247
chha1249	chha1250
chha1249	kala1371
chha1249	kava1240
chha1249	khai1247
chha1249	sadr1249
chha1249	surg1246
chic1273	lagu1250
chin1283	shan1269
chin1286	clac1236
chin1286	klat1237
chin1476	barg1251
chip1241	cent2135
chip1241	minn1250
chip1241	redl1238
chip1241	turt1236
chip1241	uppe1274
chiq1248	conc1244
chiq1248	sani1274
chiq1248	sanj1279
chiq1248	sanm1288
chiq1248	sant1429
chir1286	apap1240
chok1245	minu1238
chon1285	hbru1241
chop1243	copi1238
chop1243	kham1292
chop1243	lamb1270
chop1243	leng1257
chop1243	ndon1251
chop1243	tong1315
chra1242	chal1264
chra1242	chal1265
chra1242	dorr1248
chra1242	jroo1240
chra1242	mroo1239
chra1242	pran1244
chra1242	tamu1245
chra1242	vaji1239
chra1242	voqt1239
chru1239	noan1238
chru1239	raii1243
chua1250	elim1239
chua1250	gomi1239
chua1250	keba1252
chua1250	nucl1615
chua1250	suaa1241
chuk1273	chau1261
chuk1273	enmy1238
chuk1273	enur1238
chuk1273	nunl1238
chuk1273	peve1239
chuk1273	uell1238
chuk1273	xaty1242
chuk1273	yanr1238
chul1246	chib1271
chul1246	kets1234
chul1246	kuar1234
chul1246	lowe1396
chul1246	mele1253
chul1246	midd1324
chul1246	tuta1234
chul1246	yats1234
chul1246	yezh1234
chum1261	nort2769
chum1261	sout2780
chum1261	yeji1238
chut1247	mayy1239
chut1247	rucc1239
chut1247	sach1240
chuu1238	east2441
chuu1238	fayi1237
chuv1255	anat1247
chuv1255	viry1239
chuw1238	cent2034
chuw1238	karu1252
chuw1238	mara1390
chuw1238	nyar1246
ciac1237	bura1274
ciac1237	holi1240
ciac1237	kaes1237
ciac1237	kond1301
ciac1237	masi1269
ciac1237	nucl1575
ciac1237	samp1253
ciac1237	taki1249
ciac1237	wabu1242
ciac1237	wali1265
cici1237	cepp1238
cimb1238	luse1250
cimb1238	sett1242
cimb1238	tred1238
cind1241	cind1242
cind1241	regi1238
cind1241	tiya1238
cish1238	rofi1238
cita1245	bubi1251
cita1245	esau1238
cita1245	koma1270
cita1245	pira1252
cita1245	seng1282
cita1245	tiau1238
cita1245	vaka1238
clas1252	east2681
clas1252	west2764
clel1238	adom1238
clel1238	daba1244
clel1238	lila1245
clel1238	riba1245
coas1295	bant1292
coas1295	konj1249
coas1295	tana1286
coas1301	bode1246
coas1301	huim1238
coas1301	mari1441
coat1238	camo1252
coat1238	coat1239
coca1259	coca1260
coca1259	coca1261
cofa1242	agua1254
cofa1242	sant1434
coll1240	lemb1263
coll1240	lemb1264
colu1241	colu1250
colu1241	wena1241
come1251	come1253
come1251	garz1234
come1251	mamu1257
como1259	isla1276
como1259	slia1241
cond1242	ding1241
cond1242	gali1267
cond1242	gida1240
cond1242	warw1234
cong1236	itur1238
cong1236	kata1266
cong1236	kivu1238
cong1236	lual1238
copa1236	ocot1242
copa1236	ostu1241
copt1239	akhm1237
copt1239	boha1242
copt1239	fayy1237
copt1239	lyco1237
copt1239	midd1332
copt1239	oldc1247
copt1239	oxyr1237
copt1239	sahi1241
copt1239	uppe1445
corn1251	mode1263
corn1251	oldc1252
cors1241	nort2611
cors1241	sart1246
cors1241	vena1238
cors1241	vico1238
cota1241	blit1237
cota1241	tasa1241
coyo1236	sanm1302
coyo1236	sanv1243
coyu1235	cerr1235
cree1270	nucl1645
cree1270	semi1265
crim1257	cent1995
crim1257	nort2692
crim1257	sout2700
cros1244	adun1238
cros1244	apia1246
cros1244	ekam1238
cros1244	ofer1238
cros1244	ofom1238
cros1244	ofon1238
cros1244	okom1241
cros1244	osop1238
cuaa1241	koll1253
cuaa1241	traw1239
cuib1242	amar1275
cuib1242	chir1287
cuib1242	chir1288
cuib1242	masi1271
cuib1242	masi1272
cuib1242	maya1284
cuib1242	moch1258
cuib1242	tamp1255
cuib1242	yara1251
culi1244	juru1257
culi1244	tuku1255
curr1243	korr1239
curr1243	unhu1238
cusc1236	cayl1238
czec1258	cent1953
czec1258	czec1259
czec1258	hana1242
czec1258	lach1246
czec1258	nort2596
czec1258	sout1722
daai1236	kanp1238
daai1236	matu1256
daai1236	pale1252
daak1235	daaa1238
daak1235	inde1241
daba1260	iroo1238
daba1260	nucl1703
dadi1249	kook1241
dadi1249	loof1241
dadi1249	loof1242
dadi1249	tung1285
dadi1250	erav1243
dagb1246	nanu1239
daka1243	sesi1237
dako1258	dako1259
dako1258	nako1239
dale1238	elfd1234
dale1238	orsa1234
dale1238	soll1234
dama1272	amon1239
dama1272	amun1245
dama1272	engg1246
dama1272	nucl1638
damu1236	pang1285
dand1238	geed1237
dand1238	sukm1237
dang1260	bank1239
dang1260	bard1252
dang1260	dang1261
dang1260	deok1238
dang1260	kail1251
dang1260	kanc1244
dang1260	surk1238
dang1274	cent2187
dang1274	east2637
dang1274	west2704
dann1241	biad1234
dann1241	blon1234
dann1241	blow1238
dann1241	dhoo1234
dann1241	east2794
dann1241	gaan1244
dann1241	gama1259
dann1241	gbap1234
dann1241	gble1234
dann1241	gwaa1240
dann1241	gwee1242
dann1241	kaad1239
dann1241	kada1293
dann1241	klad1234
dann1241	lood1234
dann1241	lowe1406
dann1241	nucl1770
dann1241	rive1259
dann1241	saan1247
dann1241	slen1234
dann1241	teed1234
dann1241	uppe1420
dann1241	vain1234
dann1241	waod1234
dann1241	west2877
dann1241	west2878
dann1241	yiid1234
dann1241	yizu1234
dann1241	yoon1234
dano1240	amai1247
dano1240	bohe1240
dano1240	kong1293
dano1240	lunu1238
dano1240	uppe1433
dard1243	bard1256
dard1243	eref1238
dard1243	gadj1244
darf1239	lago1242
darf1239	nyal1253
darg1241	akus1238
darg1241	aqus1234
darg1241	cuda1238
darg1241	dejb1238
darg1241	gaps1234
darg1241	kada1294
darg1241	mege1234
darg1241	mugi1235
darg1241	muir1238
darg1241	mure1236
darg1241	nort3280
darg1241	nucl1774
darg1241	uppe1462
darg1241	urax1238
darg1241	xarb1238
dari1249	nucl1275
dari1249	pars1250
darl1243	bagu1250
darl1243	kula1275
darl1243	wilj1239
daro1239	daro1240
daro1239	matu1262
dars1235	mong1340
dars1235	sila1248
dass1243	daks1242
dass1243	durr1240
dass1243	wand1279
dass1243	zumb1241
dato1239	baju1246
dato1239	bara1363
dato1239	gida1248
dato1239	gisa1238
daur1238	bute1242
daur1238	hail1246
daur1238	qiqi1238
dayi1244	dhal1246
dayi1244	djar1245
dayy1236	bang1342
dayy1236	boun1242
dayy1236	ngal1295
dayy1236	taka1262
daza1242	azza1238
daza1242	nucl1450
daza1244	bara1395
daza1244	fika1238
decc1239	bija1243
decc1239	kalv1238
dedu1240	dzei1238
dedu1240	fani1246
dege1246	atal1239
dege1246	usok1238
degg1238	boee1238
degg1238	long1388
degg1238	mang1388
dehu1237	losi1239
dehu1237	wete1237
dela1251	dela1252
dela1251	oena1237
deng1253	east2474
deng1253	lela1245
deng1253	west2546
deni1241	bomf1238
deni1241	inau1238
deni1241	mamo1239
deni1241	paui1240
deny1238	bajw1238
deny1238	bash1265
deny1238	biti1245
deny1238	taka1264
dera1245	duka1248
dera1245	lihe1238
dera1245	meng1271
dera1245	nort2927
dera1245	sout2947
dera1248	gasi1239
dera1248	shan1290
dera1248	shel1247
dhan1270	dhan1271
dhan1270	gaal1238
dhan1270	golu1238
dhan1270	ngay1242
dhan1270	rirr1238
dhan1270	wang1293
dhat1238	bara1353
dhat1238	cent1979
dhat1238	east2310
dhat1238	malh1242
dhat1238	sout2654
dhim1246	east2362
dhim1246	west2036
dhuw1249	dati1238
dhuw1249	dhuw1250
dhuw1249	djap1238
dhuw1249	liya1241
dhuw1249	liya1242
dhuw1249	marr1258
dhuw1249	marr1259
dhuw1249	nucl1333
dibo1245	cent2035
dibo1245	nort2801
dibo1245	sout2816
dido1241	saga1261
diii1241	boow1238
diii1241	goom1239
diii1241	home1245
diii1241	mamb1293
diii1241	mamn1243
diii1241	ngba1279
diii1241	nyok1241
diii1241	sagz1238
diii1241	vaaz1238
diji1241	bwil1244
diji1241	diji1242
dill1242	debr1242
dill1242	nucl1344
dima1251	hari1249
dima1251	nucl1318
diml1238	dumb1240
diml1238	hazz1238
diml1238	kori1257
diml1238	motk1236
diml1238	sive1238
diod1237	awal1237
diod1237	cent2065
diod1237	iaui1237
diod1237	utal1237
dita1238	east2394
dita1238	west2460
djam1255	jami1236
djam1255	ngal1294
djim1235	diam1238
djim1235	djaf1238
djim1235	dofa1238
djim1235	fool1238
djim1235	sing1265
djin1252	dabi1239
djin1252	gana1269
djin1252	mand1418
djin1253	balu1254
djin1253	djad1244
djin1253	many1257
djin1253	mild1238
djin1253	murr1257
djin1253	wula1244
dobe1238	nort2862
dobe1238	sout2888
dobe1238	stra1243
dobu1241	cent2069
dobu1241	galu1239
dobu1241	lobo1241
dobu1241	sana1279
dobu1241	ubui1237
dogo1295	gbey1245
dogo1295	gbog1238
dogo1295	klam1253
dogo1295	luti1242
dogo1295	mesi1242
dogo1295	suku1258
dogr1250	bhat1262
dogr1250	east2309
dogr1250	kand1292
dogr1250	nort1624
dogr1250	nucl1279
doma1258	bara1354
doma1258	beir1242
doma1258	belu1238
doma1258	chur1259
doma1258	doma1259
doma1258	hele1238
doma1258	kara1460
doma1258	koli1251
doma1258	kurb1241
doma1258	kurb1242
doma1258	luli1238
doma1258	mara1375
doma1258	mazn1238
doma1258	nabl1238
doma1258	nawa1256
doma1258	nawa1257
doma1258	qina1238
doma1258	wogr1238
doma1258	yuru1260
domb1246	domb1247
domb1246	leya1238
domb1246	toka1243
domm1246	eraa1239
dong1285	siji1238
dong1285	suon1238
dong1285	wang1256
doro1266	koki1243
doro1266	koki1244
doro1266	kori1263
doya1240	mark1254
doya1240	sewe1240
doya1240	teer1238
dren1238	nort2629
dren1238	sout2628
drun1238	dulo1243
drun1238	nuri1244
dual1243	bodi1252
dual1243	mung1265
dual1243	olii1238
dual1243	pong1251
duau1237	dawa1243
duau1237	gule1242
duau1237	mwal1238
duau1237	siau1242
duau1237	somw1237
dugu1248	naan1239
dugu1248	saan1245
dugu1249	bada1259
dugu1249	gard1242
dugu1249	nort2805
dugu1249	sout2821
dugw1239	mike1242
dumb1241	nrum1234
dumb1241	pait1249
dumb1241	weny1239
dumi1241	bras1238
dumi1241	khar1291
dumi1241	lamd1238
dumi1241	makp1238
dung1252	khes1241
dung1253	ganz1245
dung1253	shaa1242
dung1253	yage1238
dupa1235	baro1254
dupa1235	bolo1267
dupa1235	camo1251
dupa1235	pala1346
dupa1235	pena1263
dupa1235	roso1237
dupa1235	sant1418
dupa1235	sant1419
dupa1235	tang1350
dupa1235	vall1250
dupa1235	yaga1257
duri1242	cakk1237
duri1242	kalo1260
duru1236	dhar1246
duru1236	kuka1245
duru1236	neth1239
duru1236	tiri1256
dusu1267	dusu1268
dusu1267	nucl1553
dusu1269	baya1259
dusu1269	nucl1554
dutc1256	brab1242
dutc1256	brab1243
dutc1256	nort2636
dutc1256	oost1241
dutc1256	sout2637
duvl1242	east2501
duvl1242	west2583
dwan1238	beky1238
dwan1238	keny1276
dwan1238	wias1238
dyaa1242	gula1264
dyaa1242	njak1238
dyaa1242	nucl1336
dyan1251	zang1250
dyir1250	dyir1251
dyir1250	girr1240
dyir1250	guln1239
dyir1250	mamu1253
dyir1250	ngad1260
dyul1238	diou1238
dyul1238	kong1292
dyul1238	tagb1257
dzaa1238	jaul1239
dzaa1238	kaig1239
dzaa1238	lare1247
dzal1238	khom1239
dzan1238	loka1254
dzan1238	mabo1238
dzan1238	moli1246
dzan1238	molu1244
dzon1239	haaa1251
dzon1239	nort2708
dzon1239	wang1287
dzuu1241	dzuu1242
dzuu1241	kpan1247
east1472	coch1273
east1472	sanf1260
east1472	sant1425
east1472	sant1426
east1472	ziaa1251
east2295	bess1237
east2295	litv1235
east2295	lodz1235
east2295	mide1238
east2295	nort2632
east2295	poyl1235
east2295	sout2630
east2295	ukra1254
east2303	alan1247
east2303	nyla1238
east2303	oste1241
east2303	sout2638
east2328	gras1239
east2330	phal1255
east2332	brud1238
east2332	bruk1238
east2332	mang1379
east2332	trii1240
east2333	chil1278
east2333	mnon1260
east2333	mnon1261
east2333	mnon1262
east2340	lanj1237
east2340	raig1237
east2346	kasi1252
east2346	kero1242
east2347	cent2001
east2347	oute1247
east2354	bhuj1238
east2357	dibu1238
east2357	mulg1243
east2357	suns1242
east2379	akar1244
east2379	ante1238
east2379	ikng1238
east2379	mpar1238
east2387	nort2763
east2387	sout2776
east2403	boro1275
east2414	gorb1238
east2414	kann1256
east2414	kono1266
east2414	tchi1246
east2426	aman1263
east2426	booo1256
east2426	koul1238
east2426	wasu1254
east2440	kayo1246
east2440	nucl1468
east2443	lolo1262
east2443	lomb1262
east2443	long1396
east2485	pena1269
east2534	baff1240
east2534	baff1241
east2534	cari1277
east2534	iglu1234
east2534	labr1244
east2534	nuna1235
east2534	pola1254
east2534	queb1248
east2534	queb1249
east2534	rigo1234
east2534	sout3269
east2534	tunu1235
east2538	sout2974
east2544	peno1243
east2551	aban1243
east2551	anta1256
east2551	cota1242
east2555	avaa1240
east2555	izoc1240
east2652	bare1280
east2652	nort3272
east2652	raya1242
east2652	well1239
east2690	nort3130
east2690	nort3131
east2690	nucl1707
east2690	sout3112
east2812	east2813
east2812	ukaa1244
ebir1243	igar1238
ebir1243	koto1250
ebir1243	oken1238
edei1246	icaa1240
edei1246	ilod1238
edol1239	east2495
edol1239	west2574
egyp1253	cair1238
egyp1253	nort3132
egyp1253	sout3113
ejag1239	akam1238
ejag1239	bend1259
ejag1239	east2411
ejag1239	ekwe1238
ejag1239	keak1238
ejag1239	nort2807
ejag1239	oban1246
ejag1239	sout2823
ejag1239	sout2824
ejag1239	west2482
ekar1243	mapi1251
ekar1243	meee1238
ekar1243	simo1241
ekar1243	yabi1243
ekpe1253	akoo1249
ekpe1253	igbu1241
ekpe1253	ubye1238
ekpe1253	upat1238
elna1235	jesu1238
elna1235	lame1261
elna1235	pres1239
elna1235	sanf1259
eloy1241	mbam1247
eloy1241	mbec1238
eloy1241	mbej1238
emai1241	emai1242
emai1241	iule1238
